,total_sqft,bath,balcony,price,site_location,bhk
5619,1056.0,2.0,1.0,75.0,Lulla Nagar,2
5620,1200.0,2.0,1.0,65.0,Lulla Nagar,2
5622,1724.0,3.0,2.0,128.0,Lulla Nagar,3
5623,1930.0,4.0,2.0,122.0,Lulla Nagar,3
5624,1000.0,1.0,1.0,60.0,Lulla Nagar,1
5626,1500.0,2.0,0.0,91.0,Lulla Nagar,2
5629,1154.0,2.0,1.0,57.0,Lulla Nagar,2
5630,1910.0,4.0,3.0,150.0,Lulla Nagar,3
5631,1309.0,2.0,3.0,69.5,Lulla Nagar,2
5632,1945.0,3.0,2.0,135.0,Lulla Nagar,3
5634,814.0,2.0,1.0,43.7,Lulla Nagar,2
5637,1285.0,2.0,3.0,72.5,Mahatma Gandhi Road,2
5638,1230.0,2.0,3.0,48.0,Mahatma Gandhi Road,2
5640,1222.0,2.0,2.0,45.0,Mahatma Gandhi Road,2
5641,1200.0,2.0,1.0,85.0,Mahatma Gandhi Road,2
5644,1256.0,2.0,1.0,62.8,Mahatma Gandhi Road,2
5646,1500.0,2.0,1.0,100.0,Mahatma Gandhi Road,3
5647,850.0,2.0,1.0,25.0,Mahatma Gandhi Road,2
5648,1277.0,2.0,1.0,61.3,Mahatma Gandhi Road,2
5650,1670.0,3.0,3.0,91.86,Mahatma Gandhi Road,3
5651,900.0,2.0,0.0,55.0,Mahatma Gandhi Road,2
5652,1075.0,2.0,3.0,52.0,Mahatma Gandhi Road,2
5653,1901.0,3.0,2.0,119.0,Mahatma Gandhi Road,3
5654,1139.0,2.0,2.0,56.8,Mahatma Gandhi Road,2
5655,1804.0,3.0,2.0,102.0,Mahatma Gandhi Road,3
5656,1400.0,3.0,2.0,91.15,Mahatma Gandhi Road,4
5657,1917.0,3.0,3.0,122.0,Mahatma Gandhi Road,3
5658,1020.0,2.0,2.0,40.0,Mahatma Gandhi Road,2
5659,1200.0,2.0,3.0,65.0,Mahatma Gandhi Road,2
5661,1634.0,3.0,3.0,78.0,Mahatma Gandhi Road,3
5662,1220.0,3.0,2.0,62.0,Mahatma Gandhi Road,3
5664,3800.0,8.0,0.0,200.0,Mahatma Gandhi Road,6
5666,2400.0,3.0,2.0,149.0,Mahatma Gandhi Road,3
5667,1360.0,2.0,1.0,70.5,Mahatma Gandhi Road,3
5668,675.0,3.0,1.0,52.0,Mahatma Gandhi Road,2
5669,1200.0,2.0,2.0,55.0,Mahatma Gandhi Road,2
5670,1904.0,3.0,3.0,155.0,Mahatma Gandhi Road,3
5671,1300.0,2.0,2.0,70.0,Mahatma Gandhi Road,3
5672,850.0,2.0,2.0,35.0,Mahatma Gandhi Road,2
5673,1027.0,2.0,1.0,44.0,Mahatma Gandhi Road,2
5674,2000.0,4.0,2.0,180.0,Mahatma Gandhi Road,5
5675,4000.0,7.0,2.0,130.0,Mahatma Gandhi Road,7
5676,1180.0,2.0,1.0,60.0,Mahatma Gandhi Road,3
5677,300.0,1.0,1.0,20.0,Mahatma Gandhi Road,1
5678,1290.0,2.0,2.0,52.0,Mahatma Gandhi Road,2
5679,1120.0,2.0,2.0,40.0,Mahatma Gandhi Road,2
5680,1015.0,2.0,0.0,48.0,Mahatma Gandhi Road,2
5681,600.0,2.0,0.0,35.0,Mahatma Gandhi Road,2
5682,1160.0,2.0,1.0,33.5,Mahatma Gandhi Road,2
5683,1762.0,3.0,3.0,112.0,Mahatma Gandhi Road,3
5684,1085.0,2.0,1.0,57.0,Mahatma Gandhi Road,2
5685,880.0,2.0,0.0,50.0,Mahatma Gandhi Road,2
5687,1300.0,2.0,2.0,60.0,Mahatma Gandhi Road,2
5688,1752.0,3.0,2.0,105.0,Mahatma Gandhi Road,3
5689,1100.0,2.0,2.0,58.0,Mahatma Gandhi Road,2
5690,2070.0,3.0,3.0,135.0,Mahatma Gandhi Road,3
5692,2173.0,3.0,2.0,128.0,Mahatma Gandhi Road,3
5693,1000.0,2.0,1.0,44.0,Mahatma Gandhi Road,2
5694,1160.0,2.0,2.0,36.54,Mahatma Gandhi Road,2
5695,1044.0,2.0,1.0,34.77,Mahatma Gandhi Road,2
5696,1196.0,2.0,2.0,57.9,Mahatma Gandhi Road,2
5700,1222.0,2.0,2.0,80.0,Mahatma Gandhi Road,2
5701,1917.0,3.0,2.0,132.0,Mahatma Gandhi Road,3
5702,1190.0,2.0,1.0,48.6,Mahatma Gandhi Road,2
5703,1610.0,2.0,2.0,115.0,Mahatma Gandhi Road,3
5704,1074.0,2.0,1.0,42.79,Mahatma Gandhi Road,2
5705,1836.0,3.0,2.0,125.0,Mahatma Gandhi Road,3
5706,1125.0,2.0,1.0,48.0,Mahatma Gandhi Road,2
5707,1054.0,2.0,1.0,53.0,Mahatma Gandhi Road,2
5708,3000.0,6.0,3.0,250.0,Mahatma Gandhi Road,6
5709,1225.0,2.0,2.0,62.0,Mahatma Gandhi Road,2
5711,965.0,2.0,2.0,37.15,Mahatma Gandhi Road,2
5713,1186.0,2.0,3.0,72.0,Mahatma Gandhi Road,2
5714,1843.0,3.0,1.0,87.54,Mahatma Gandhi Road,3
5715,780.0,2.0,1.0,31.0,Mahatma Gandhi Road,2
5716,1142.0,2.0,0.0,35.0,Mahatma Gandhi Road,2
5717,929.0,2.0,2.0,49.0,Mahatma Gandhi Road,2
5718,4278.0,7.0,1.0,299.0,Mahatma Gandhi Road,7
5719,1846.0,3.0,2.0,135.0,Mahatma Gandhi Road,3
5720,1060.0,2.0,1.0,48.66,Mahatma Gandhi Road,2
5721,1263.0,2.0,1.0,47.36,Mahatma Gandhi Road,2
5722,1200.0,2.0,1.0,54.0,Mahatma Gandhi Road,2
5724,1110.0,2.0,2.0,36.25,Mahatma Gandhi Road,2
5726,1082.0,2.0,2.0,64.0,Mahatma Gandhi Road,2
5729,1270.0,2.0,1.0,94.0,Mahatma Gandhi Road,2
5730,1246.0,2.0,1.0,67.5,Mahatma Gandhi Road,2
5731,1140.0,2.0,2.0,43.0,Mahatma Gandhi Road,2
5732,883.0,2.0,1.0,37.0,Mahatma Gandhi Road,2
5733,1755.0,3.0,2.0,117.0,Mahatma Gandhi Road,3
5734,1524.0,2.0,3.0,72.0,Mahatma Gandhi Road,3
5735,850.0,2.0,1.0,45.0,Mahatma Gandhi Road,2
5736,2257.0,3.0,2.0,155.0,Mahatma Gandhi Road,3
5737,1715.0,3.0,2.0,105.0,Mahatma Gandhi Road,3
5738,1065.0,2.0,1.0,46.0,Mahatma Gandhi Road,2
5739,1610.0,3.0,3.0,78.5,Mahatma Gandhi Road,3
5740,1090.0,2.0,1.0,46.0,Mahatma Gandhi Road,2
5741,1950.0,3.0,3.0,132.0,Mahatma Gandhi Road,3
5744,3500.0,3.0,2.0,275.0,Mahatma Gandhi Road,3
5745,1454.0,3.0,3.0,71.5,Mahatma Gandhi Road,3
5746,1185.0,2.0,2.0,75.0,Mangalwar peth,2
5747,1200.0,3.0,1.0,90.0,Mangalwar peth,3
5750,1170.0,2.0,1.0,66.0,Mangalwar peth,3
5751,1375.0,3.0,2.0,70.0,Mangalwar peth,3
5752,1200.0,3.0,2.0,85.0,Mangalwar peth,4
5755,2268.0,3.0,2.0,163.0,Mangalwar peth,4
5757,1535.0,3.0,2.0,85.0,Mangalwar peth,3
5759,1197.0,2.0,1.0,84.0,Mangalwar peth,2
5762,1632.0,3.0,0.0,145.0,Mangalwar peth,4
5763,1200.0,3.0,1.0,95.0,Mangalwar peth,3
5765,825.0,1.0,1.0,45.0,Mangalwar peth,1
5766,1819.0,3.0,2.0,100.0,Mangalwar peth,3
5772,606.0,1.0,0.0,34.78,Mangalwar peth,1
5773,1400.0,2.0,2.0,100.0,Mangalwar peth,2
5774,1950.0,3.0,2.0,130.0,Mangalwar peth,3
5775,1290.0,2.0,1.0,87.0,Mangalwar peth,2
5776,1615.0,3.0,2.0,89.75,Mangalwar peth,3
5777,3895.0,4.0,3.0,220.0,Mangalwar peth,4
5779,4000.0,4.0,3.0,220.0,Mangalwar peth,4
5780,1374.0,2.0,2.0,70.0,Mangalwar peth,3
5781,1055.0,2.0,1.0,57.63,Mangalwar peth,2
5784,1715.0,3.0,2.0,115.0,Mangalwar peth,3
5786,1500.0,2.0,1.0,120.0,Mangalwar peth,3
5788,1645.0,3.0,2.0,120.0,Mangalwar peth,3
5789,715.0,1.0,2.0,29.0,Mangalwar peth,1
5790,1751.0,2.0,1.0,115.0,Mangalwar peth,3
5794,1150.0,2.0,0.0,60.0,Mangalwar peth,3
5796,3563.0,6.0,1.0,310.0,Mangalwar peth,4
5798,1620.0,3.0,2.0,130.0,Mangalwar peth,3
5799,905.0,1.0,1.0,50.0,Mangalwar peth,1
5803,1200.0,1.0,0.0,48.0,Mangalwar peth,1
5804,1000.0,2.0,1.0,61.0,Mangalwar peth,2
5805,1200.0,2.0,2.0,75.0,Mangalwar peth,2
5807,1299.0,2.0,1.0,100.0,Mangalwar peth,2
5808,1500.0,2.0,1.0,77.5,Mangalwar peth,3
5812,750.0,2.0,0.0,58.0,Mangalwar peth,2
5813,2280.0,4.0,2.0,184.0,Mangalwar peth,3
5814,1520.0,2.0,2.0,85.0,Mangalwar peth,3
5815,670.0,1.0,1.0,50.0,Mangalwar peth,1
5818,1568.0,2.0,2.0,100.0,Mangalwar peth,3
5821,1200.0,3.0,2.0,72.0,Mangalwar peth,3
5823,2254.0,3.0,2.0,170.0,Mangalwar peth,3
5824,1810.0,3.0,2.0,100.0,Mangalwar peth,3
5827,1050.0,2.0,0.0,68.0,Mangalwar peth,2
5828,1806.0,1.0,1.0,150.0,Mangalwar peth,1
5830,700.0,1.0,1.0,41.0,Mangalwar peth,2
5831,2087.01,4.0,2.0,135.0,Mangalwar peth,3
5841,1431.0,3.0,2.0,85.0,Mangalwar peth,3
5844,1200.0,2.0,1.0,78.0,Mangalwar peth,2
5848,1300.0,2.0,3.0,95.0,Mangalwar peth,2
5849,1200.0,3.0,2.0,74.52,Mangalwar peth,3
5851,1718.0,3.0,2.0,90.2,Mangalwar peth,3
5852,1635.0,3.0,3.0,85.0,Mangalwar peth,3
5854,550.0,1.0,1.0,16.75,Mangalwar peth,1
5856,2236.0,4.0,2.0,153.0,Mangalwar peth,4
5859,1294.0,2.0,1.0,115.0,Mangalwar peth,2
5861,1724.0,3.0,1.0,125.0,Mangalwar peth,3
5862,1348.0,2.0,2.0,80.5,Mangalwar peth,3
5863,2700.0,3.0,2.0,230.0,Mangalwar peth,4
5867,1710.0,4.0,2.0,91.31,Manik Bagh,3
5868,910.0,2.0,1.0,40.0,Manik Bagh,2
5869,1325.0,2.0,2.0,76.0,Manik Bagh,2
5870,708.0,1.0,1.0,40.0,Manik Bagh,2
5871,1590.0,2.0,2.0,125.0,Manik Bagh,3
5872,1091.0,2.0,1.0,34.9,Manik Bagh,2
5874,1639.0,3.0,2.0,110.0,Manik Bagh,3
5875,1500.0,3.0,3.0,100.0,Manik Bagh,3
5876,1765.0,3.0,1.0,125.0,Manik Bagh,3
5877,1200.0,2.0,1.0,55.0,Manik Bagh,2
5878,1041.0,2.0,2.0,65.5,Manik Bagh,2
5879,1095.0,2.0,0.0,40.0,Manik Bagh,2
5881,1767.0,3.0,2.0,98.0,Manik Bagh,3
5882,1135.0,2.0,3.0,55.0,Manik Bagh,2
5884,1071.0,2.0,2.0,52.25,Manik Bagh,2
5885,1100.0,2.0,3.0,61.0,Manik Bagh,2
5886,1080.0,2.0,2.0,50.0,Manik Bagh,2
5888,1178.0,2.0,3.0,73.0,Manik Bagh,2
5890,1950.0,3.0,2.0,131.0,Manik Bagh,3
5891,2340.0,4.0,1.0,148.0,Manik Bagh,4
5892,1918.0,3.0,2.0,129.0,Manik Bagh,3
5893,2830.0,5.0,2.0,160.0,Manik Bagh,4
5894,1200.0,2.0,1.0,60.0,Manik Bagh,2
5895,957.0,2.0,1.0,47.0,Manik Bagh,2
5896,1200.0,2.0,0.0,75.0,Manik Bagh,2
5898,1075.0,2.0,2.0,35.0,Manik Bagh,2
5899,4000.0,3.0,1.0,235.0,Manik Bagh,3
5900,1235.0,2.0,2.0,63.0,Manik Bagh,2
5901,1230.0,2.0,3.0,94.5,Manik Bagh,2
5902,1090.0,2.0,2.0,48.0,Manik Bagh,2
5903,1010.0,2.0,1.0,40.0,Manik Bagh,2
5904,1165.0,2.0,2.0,47.0,Manik Bagh,2
5905,1255.0,2.0,1.0,90.0,Manik Bagh,3
5906,2000.0,6.0,0.0,85.0,Manik Bagh,6
5907,1862.0,3.0,2.0,125.0,Manik Bagh,3
5908,1685.0,3.0,2.0,95.0,Manik Bagh,3
5909,1650.0,3.0,1.0,84.0,Manik Bagh,3
5911,4000.0,3.0,0.0,130.0,Manik Bagh,5
5912,1325.0,2.0,2.0,65.0,Manik Bagh,2
5913,957.0,2.0,0.0,52.5,Manik Bagh,2
5915,1200.0,2.0,2.0,47.0,Manik Bagh,2
5916,1890.0,2.0,1.0,100.0,Manik Bagh,3
5917,1240.0,2.0,2.0,65.0,Manik Bagh,3
5918,552.0,1.0,1.0,23.5,Manik Bagh,1
5919,950.0,2.0,1.0,31.95,Manik Bagh,2
5920,1200.0,2.0,2.0,60.0,Manik Bagh,2
5921,525.0,1.0,1.0,26.25,Manik Bagh,1
5922,1864.0,3.0,2.0,105.0,Manik Bagh,4
5923,1890.0,4.0,2.0,100.0,Manik Bagh,3
5924,950.0,2.0,1.0,58.11,Manik Bagh,2
5925,4920.0,4.0,0.0,393.5,Manik Bagh,4
5926,1225.0,2.0,2.0,48.0,Manik Bagh,2
5927,1200.0,2.0,3.0,68.0,Manik Bagh,2
5928,645.0,1.0,1.0,34.18,Manik Bagh,1
5929,1250.0,2.0,2.0,48.5,Manik Bagh,2
5930,996.0,2.0,2.0,49.0,Manik Bagh,2
5931,662.0,1.0,0.0,45.0,Manik Bagh,1
5932,850.0,2.0,0.0,34.0,Manik Bagh,2
5933,1691.0,3.0,3.0,120.0,Manik Bagh,3
5934,1350.0,2.0,1.0,99.0,Manik Bagh,2
5935,1740.0,3.0,2.0,95.0,Manik Bagh,3
5936,1161.0,2.0,1.0,59.0,Manik Bagh,2
5937,1535.0,3.0,2.0,85.0,Manik Bagh,3
5938,1186.0,2.0,1.0,76.0,Manik Bagh,2
5940,1070.0,2.0,1.0,48.0,Manik Bagh,2
5942,1300.0,2.0,2.0,100.0,Manik Bagh,2
5943,1171.0,2.0,2.0,39.0,Manik Bagh,2
5944,1167.0,2.0,2.0,64.08,Manik Bagh,2
5945,1170.0,2.0,2.0,65.0,Manik Bagh,2
5946,999.0,2.0,2.0,32.9,Manik Bagh,2
5947,1153.0,2.0,2.0,60.0,Manik Bagh,2
5948,1298.0,2.0,1.0,65.0,Manik Bagh,2
5949,1044.0,2.0,2.0,36.0,Manik Bagh,2
5950,2400.0,4.0,3.0,130.0,Manik Bagh,5
5951,1250.0,2.0,2.0,93.0,Manik Bagh,2
5952,610.0,1.0,0.0,28.0,Manik Bagh,1
5953,1407.0,2.0,1.0,98.49,Manik Bagh,2
5954,1220.0,2.0,2.0,60.0,Manik Bagh,2
5955,1850.0,3.0,2.0,110.0,Manik Bagh,3
5956,900.0,2.0,3.0,35.0,Manik Bagh,2
5957,1120.0,2.0,1.0,70.0,Manik Bagh,2
5958,907.0,2.0,2.0,38.0,Manik Bagh,2
5959,1197.0,2.0,1.0,56.86,Manik Bagh,2
5961,1157.0,2.0,1.0,65.0,Manik Bagh,2
5962,4144.0,5.0,1.0,331.0,Manik Bagh,5
5963,1100.0,2.0,2.0,55.0,Manik Bagh,2
5964,1203.0,2.0,2.0,60.0,Manik Bagh,2
5965,1480.0,2.0,0.0,75.0,Manik Bagh,3
5966,1200.0,2.0,2.0,44.0,Market yard,2
5967,957.0,2.0,1.0,58.0,Market yard,2
5969,1850.0,3.0,1.0,150.0,Market yard,3
5971,2250.0,3.0,2.0,160.0,Market yard,3
5972,3670.0,4.0,3.0,300.0,Market yard,4
5973,793.0,2.0,1.0,45.0,Market yard,2
5974,1141.0,2.0,0.0,62.0,Market yard,2
5976,1475.0,2.0,2.0,120.0,Market yard,3
5977,1395.0,2.0,1.0,63.59,Market yard,2
5978,920.0,2.0,2.0,39.55,Market yard,2
5979,1210.0,2.0,2.0,62.0,Market yard,2
5980,1200.0,2.0,0.0,65.0,Market yard,2
5982,1100.0,2.0,2.0,55.0,Market yard,2
5983,1260.0,2.0,2.0,46.62,Market yard,2
5984,1325.0,2.0,2.0,119.0,Market yard,2
5985,1410.0,2.0,2.0,80.0,Market yard,3
5987,1180.0,2.0,2.0,100.0,Market yard,2
5989,905.0,1.0,1.0,55.0,Market yard,1
5991,885.0,2.0,3.0,40.0,Market yard,2
5993,596.0,1.0,1.0,42.0,Market yard,1
5994,3227.0,5.0,0.0,250.0,Market yard,5
5995,1280.0,2.0,1.0,76.0,Market yard,2
5996,1315.0,2.0,2.0,74.0,Market yard,3
5997,2135.0,3.0,2.0,160.0,Market yard,3
5999,1200.0,2.0,1.0,59.0,Market yard,2
6000,1015.0,2.0,2.0,58.0,Market yard,2
6001,1160.0,2.0,2.0,42.92,Market yard,2
6002,1760.0,3.0,2.0,123.0,Market yard,3
6004,900.0,2.0,0.0,48.0,Market yard,2
6005,1035.0,2.0,2.0,45.5,Market yard,2
6006,1255.0,2.0,2.0,79.0,Market yard,2
6007,1847.0,3.0,2.0,135.0,Market yard,3
6011,1724.0,3.0,2.0,124.0,Market yard,3
6012,1685.0,3.0,3.0,100.0,Market yard,3
6013,1200.0,2.0,2.0,75.0,Market yard,2
6014,2800.0,4.0,3.0,100.0,Market yard,6
6016,1060.0,2.0,1.0,53.0,Market yard,2
6017,1261.0,2.0,2.0,61.0,Market yard,2
6018,1480.0,2.0,2.0,84.0,Market yard,3
6019,1500.0,1.0,0.0,75.0,Market yard,1
6021,1170.0,2.0,2.0,65.0,Market yard,2
6022,1170.0,2.0,2.0,75.0,Market yard,2
6023,1050.0,2.0,1.0,70.0,Market yard,2
6026,1128.0,2.0,1.0,48.79,Market yard,2
6027,1040.0,2.0,1.0,61.0,Market yard,2
6029,1400.0,2.0,3.0,85.0,Market yard,2
6030,1175.0,2.0,1.0,48.72,Market yard,2
6031,1308.0,2.0,1.0,60.0,Market yard,2
6032,1140.0,2.0,2.0,40.0,Market yard,2
6033,1300.0,2.0,1.0,54.0,Market yard,2
6034,728.5,1.0,0.0,31.315,Market yard,1
6035,1050.0,2.0,2.0,52.08,Market yard,2
6037,1275.0,2.0,2.0,47.0,Market yard,2
6038,1200.0,2.0,2.0,75.0,Market yard,2
6040,2250.0,3.0,2.0,199.0,Market yard,3
6041,1090.0,2.0,1.0,57.0,Market yard,2
6042,1306.0,2.0,3.0,65.0,Market yard,2
6043,905.0,2.0,1.0,65.0,Market yard,2
6044,560.0,1.0,1.0,45.0,Market yard,1
6045,1910.0,3.0,2.0,150.0,Market yard,3
6046,1730.0,3.0,1.0,95.0,Market yard,3
6047,900.0,2.0,1.0,48.0,Market yard,2
6048,1160.0,2.0,1.0,67.0,Market yard,2
6050,2400.0,2.0,2.0,185.0,Market yard,3
6052,1035.0,2.0,1.0,51.5,Market yard,2
6053,1161.0,2.0,1.0,55.15,Market yard,2
6055,1584.01,3.0,1.0,104.0,Market yard,3
6056,4395.0,3.0,3.0,240.0,Market yard,3
6057,1000.0,2.0,2.0,50.0,Market yard,2
6058,2289.0,3.0,2.0,178.0,Market yard,3
6059,3150.0,4.0,3.0,180.0,Market yard,4
6061,2750.0,6.0,3.0,200.0,Market yard,6
6064,1300.0,2.0,3.0,90.0,Market yard,2
6065,1150.0,2.0,2.0,90.0,Market yard,2
6066,1846.0,3.0,2.0,120.0,Market yard,3
6067,1216.0,2.0,1.0,75.0,Market yard,2
6068,1200.0,4.0,1.0,85.0,Market yard,4
6069,1800.0,3.0,1.0,130.0,Market yard,3
6070,1225.0,2.0,2.0,48.0,Market yard,2
6071,1187.0,2.0,2.0,40.14,Market yard,2
6073,4050.0,3.0,2.0,280.0,Model colony,3
6074,11890.0,4.0,3.0,700.0,Model colony,4
6075,1372.0,2.0,1.0,68.0,Model colony,2
6076,1000.0,2.0,2.0,50.0,Model colony,2
6077,918.0,2.0,1.0,50.49,Model colony,2
6078,1710.0,3.0,2.0,107.0,Model colony,3
6079,400.0,1.0,1.0,12.0,Model colony,1
6080,1500.0,2.0,2.0,69.0,Model colony,2
6083,1532.0,3.0,3.0,92.0,Model colony,3
6085,927.0,2.0,2.0,55.0,Model colony,2
6086,3012.0,6.0,2.0,250.0,Model colony,4
6087,1100.0,2.0,2.0,75.0,Model colony,3
6089,3715.0,6.0,0.0,200.5,Model colony,4
6090,1692.0,3.0,2.0,88.0,Model colony,3
6091,1238.0,2.0,1.0,67.0,Model colony,2
6093,527.0,1.0,0.0,26.0,Model colony,1
6096,1365.0,2.0,2.0,73.0,Model colony,2
6097,600.0,2.0,2.0,27.0,Model colony,2
6098,1260.0,1.0,1.0,41.0,Model colony,1
6102,2400.0,3.0,1.0,165.0,Model colony,3
6103,620.0,1.0,1.0,27.0,Model colony,1
6105,1830.0,3.0,2.0,101.0,Model colony,3
6106,662.0,1.0,1.0,42.0,Model colony,1
6107,3360.0,5.0,0.0,225.0,Model colony,4
6108,1778.0,3.0,2.0,122.0,Model colony,3
6109,3100.0,4.0,2.0,350.0,Model colony,4
6110,1200.0,3.0,2.0,72.0,Model colony,3
6112,1275.0,2.0,1.0,87.0,Model colony,2
6113,1200.0,4.0,0.0,90.0,Model colony,4
6117,1220.0,2.0,1.0,59.0,Model colony,2
6119,3500.0,6.0,2.0,120.0,Model colony,8
6120,900.0,2.0,3.0,50.0,Model colony,2
6121,1080.0,2.0,2.0,75.0,Model colony,3
6123,1268.0,2.0,1.0,69.0,Model colony,2
6124,1500.0,3.0,0.0,83.0,Model colony,3
6127,1100.0,2.0,2.0,55.0,Model colony,2
6128,1141.0,2.0,1.0,55.0,Model colony,2
6130,1351.0,2.0,2.0,74.0,Model colony,2
6131,1300.0,2.0,1.0,67.0,Model colony,3
6133,1152.0,2.0,2.0,61.0,Model colony,2
6134,850.0,1.0,1.0,39.5,Model colony,2
6137,1996.0,4.0,1.0,123.0,Model colony,3
6139,1100.0,3.0,0.0,125.0,Model colony,2
6140,1250.0,2.0,0.0,75.0,Model colony,2
6142,1216.0,2.0,1.0,84.03,Model colony,2
6143,3700.0,4.0,2.0,314.0,Model colony,4
6144,1929.0,3.0,1.0,103.0,Model colony,3
6146,1763.25,3.0,3.0,98.0,Model colony,3
6147,2249.81,4.0,2.0,245.0,Model colony,4
6148,1447.0,2.0,1.0,75.97,Model colony,2
6149,2357.0,3.0,2.0,135.0,Model colony,3
6150,1280.0,2.0,1.0,120.0,Model colony,2
6152,1450.0,3.0,1.0,88.6,Model colony,3
6154,1505.0,3.0,2.0,78.0,Model colony,3
6155,600.0,1.0,0.0,20.0,Model colony,1
6156,2422.0,4.0,3.0,135.0,Model colony,4
6157,1520.0,2.0,3.0,81.0,Model colony,3
6160,3300.0,3.0,1.0,255.0,Model colony,5
6161,2400.0,5.0,2.0,75.0,Model colony,6
6163,1300.0,3.0,3.0,77.99,Model colony,3
6165,1170.0,2.0,1.0,56.0,Model colony,2
6166,1200.0,1.0,0.0,39.82,Model colony,1
6167,7000.0,6.0,2.0,560.0,Model colony,6
6168,500.0,1.0,1.0,13.0,Model colony,1
6169,1760.0,3.0,2.0,185.0,Model colony,3
6170,823.0,2.0,1.0,80.0,Model colony,2
6172,1260.0,2.0,2.0,85.5,Model colony,2
6174,1891.0,3.0,1.0,110.0,Model colony,3
6175,595.0,1.0,1.0,40.0,Model colony,1
6177,1221.0,3.0,3.0,65.0,Model colony,3
6178,1400.0,2.0,2.0,65.0,Model colony,2
6179,1719.0,3.0,3.0,95.0,Model colony,3
6180,1855.0,3.0,3.0,135.0,Model colony,3
6182,1500.0,2.0,3.0,78.0,Model colony,3
6183,2420.0,3.0,2.0,185.0,Mukund Nagar,3
6185,1250.0,2.0,1.0,76.0,Mukund Nagar,2
6187,469.0,1.0,0.0,25.0,Mukund Nagar,1
6189,1950.0,4.0,0.0,130.0,Mukund Nagar,4
6190,1082.0,2.0,1.0,57.5,Mukund Nagar,3
6195,1105.0,2.0,1.0,65.0,Mukund Nagar,2
6196,1650.0,3.0,0.0,110.0,Mukund Nagar,3
6200,1285.0,2.0,2.0,68.0,Mukund Nagar,3
6202,5000.0,4.0,3.0,290.0,Mukund Nagar,4
6203,1645.0,3.0,3.0,100.0,Mukund Nagar,3
6204,2160.0,3.0,2.0,160.0,Mukund Nagar,3
6205,1465.0,2.0,3.0,74.72,Mukund Nagar,3
6206,1400.0,2.0,1.0,88.0,Mukund Nagar,3
6207,1118.0,2.0,1.0,75.0,Mukund Nagar,2
6208,1300.0,2.0,2.0,80.0,Mukund Nagar,2
6209,1800.0,3.0,2.0,150.0,Mukund Nagar,3
6210,1392.0,2.0,1.0,99.0,Mukund Nagar,2
6211,918.0,2.0,2.0,55.0,Mukund Nagar,2
6212,3530.0,4.0,2.0,290.0,Mukund Nagar,4
6215,813.0,1.0,1.0,39.0,Mukund Nagar,1
6219,1300.0,3.0,2.0,77.99,Mukund Nagar,3
6221,1430.0,2.0,2.0,110.0,Mukund Nagar,2
6222,700.0,2.0,1.0,40.0,Mukund Nagar,2
6225,600.0,1.0,1.0,43.0,Mukund Nagar,1
6226,1210.0,2.0,1.0,83.0,Mukund Nagar,2
6229,1430.0,3.0,1.0,78.65,Mukund Nagar,3
6231,1783.0,3.0,2.0,125.0,Mukund Nagar,3
6233,1826.0,3.0,2.0,130.0,Mukund Nagar,3
6234,1255.0,2.0,1.0,90.0,Mukund Nagar,3
6235,1450.0,2.0,2.0,87.0,Mukund Nagar,3
6236,360.0,1.0,0.0,16.9,Mukund Nagar,1
6237,698.5,1.0,0.0,28.57,Mukund Nagar,1
6238,2600.0,4.0,3.0,175.0,Mukund Nagar,4
6242,2000.0,4.0,1.0,135.0,Mukund Nagar,4
6244,2690.0,4.0,3.0,201.0,Mukund Nagar,4
6247,1295.0,2.0,3.0,78.5,Mukund Nagar,2
6250,2502.0,4.0,2.0,170.0,Mukund Nagar,4
6251,381.0,1.0,1.0,28.0,Mukund Nagar,1
6252,1100.0,2.0,2.0,72.0,Mukund Nagar,2
6254,1900.0,3.0,3.0,150.0,Mukund Nagar,3
6259,1862.0,4.0,1.0,110.0,Mukund Nagar,3
6260,4041.0,4.0,2.0,345.0,Mukund Nagar,4
6262,1180.0,2.0,1.0,77.0,Mukund Nagar,2
6264,1423.0,2.0,1.0,71.73,Mukund Nagar,3
6265,2524.0,5.0,2.0,180.0,Mukund Nagar,4
6267,1770.0,3.0,3.0,108.0,Mukund Nagar,3
6272,3600.0,4.0,2.0,300.0,Mukund Nagar,4
6273,1350.0,2.0,2.0,89.5,Mukund Nagar,2
6274,1450.0,2.0,2.0,78.0,Mukund Nagar,3
6275,2137.0,3.0,2.0,110.0,Mukund Nagar,3
6277,1021.0,3.0,2.0,59.0,Mukund Nagar,3
6278,1205.0,2.0,1.0,79.0,Mukund Nagar,2
6280,1837.0,3.0,1.0,110.0,Mukund Nagar,3
6282,1430.0,2.0,1.0,102.0,Mukund Nagar,3
6291,1400.0,2.0,1.0,95.0,Mundhawa,3
6292,5000.0,9.0,3.0,210.0,Mundhawa,9
6293,3800.0,4.0,3.0,250.0,Mundhawa,4
6298,1121.0,2.0,2.0,78.0,Mundhawa,2
6300,1200.0,4.0,2.0,105.0,Mundhawa,4
6301,1200.0,5.0,2.0,110.0,Mundhawa,4
6302,1645.0,3.0,2.0,100.0,Mundhawa,3
6303,1450.0,2.0,2.0,135.0,Mundhawa,3
6304,1150.0,2.0,2.0,80.0,Mundhawa,2
6305,1195.0,2.0,1.0,84.0,Mundhawa,2
6307,1418.0,2.0,2.0,103.0,Mundhawa,2
